"cr286_crs_id","importsequencenumber","cr286_point_id","cr286_point_name","cr286_seismic_3d_survey_id","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","cr286_vpins_3d_seismic_coordinateid","cr286_x","cr286_y","owningbusinessunit"
"WGS84_UTM_ZONE_48N","","R000177","Coordinate of Point 4","D3MTC8","1","0","","","2405559","8fd5e406-d0fa-ee11-9f89-000d3aa02f9f","400512","821012","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_49N","","R000179","Coordinate of Point 4","D3PK1","1","0","","","2405558","91d5e406-d0fa-ee11-9f89-000d3aa02f9f","389454","1238003","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000178","Coordinate of Point 4","D3NCS7","1","0","","","2405557","92d5e406-d0fa-ee11-9f89-000d3aa02f9f","707727","739564","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000173","Coordinate of Point 4","D3MTC4","1","0","","","2405556","8ed5e406-d0fa-ee11-9f89-000d3aa02f9f","305786","849094","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000176","Coordinate of Point 4","D3MTC7","1","0","","","2405555","8dd5e406-d0fa-ee11-9f89-000d3aa02f9f","396751","830057","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000174","Coordinate of Point 4","D3MTC5","1","0","","","2405554","8cd5e406-d0fa-ee11-9f89-000d3aa02f9f","363952","808287","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000175","Coordinate of Point 4","D3MTC6","1","0","","","2405553","8bd5e406-d0fa-ee11-9f89-000d3aa02f9f","296363","843520","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000170","Coordinate of Point 4","D3CL36","1","0","","","2405552","87d5e406-d0fa-ee11-9f89-000d3aa02f9f","696865","1058026","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000171","Coordinate of Point 4","D3NCS6","1","0","","","2405551","89d5e406-d0fa-ee11-9f89-000d3aa02f9f","841806","1029727","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000169","Coordinate of Point 4","D3CL32","1","0","","","2405550","8ad5e406-d0fa-ee11-9f89-000d3aa02f9f","691846","1047344","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_UTM_48","","R000172","Coordinate of Point 4","D3MTC1","1","0","","","2405549","88d5e406-d0fa-ee11-9f89-000d3aa02f9f","250852","1007383","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000166","Coordinate of Point 4","D3NCS3","1","0","","","2405548","86d5e406-d0fa-ee11-9f89-000d3aa02f9f","765534","958861","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000168","Coordinate of Point 4","D3NCS3","1","0","","","2405547","85d5e406-d0fa-ee11-9f89-000d3aa02f9f","832487","933983","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000167","Coordinate of Point 4","D3NCS3","1","0","","","2405546","83d5e406-d0fa-ee11-9f89-000d3aa02f9f","818746","954811","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000165","Coordinate of Point 4","D3CL31","1","0","","","2405545","84d5e406-d0fa-ee11-9f89-000d3aa02f9f","721841","1056807","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000163","Coordinate of Point 4","D3CL26","1","0","","","2405544","82d5e406-d0fa-ee11-9f89-000d3aa02f9f","870636","1107836","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000162","Coordinate of Point 4","D3CL25","1","0","","","2405543","81d5e406-d0fa-ee11-9f89-000d3aa02f9f","91877","1173429","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000161","Coordinate of Point 4","D3CL24","1","0","","","2405542","7fd5e406-d0fa-ee11-9f89-000d3aa02f9f","934973","1177421","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000164","Coordinate of Point 4","D3CL27","1","0","","","2405541","80d5e406-d0fa-ee11-9f89-000d3aa02f9f","884581","1125095","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000158","Coordinate of Point 4","D3NCS1","1","0","","","2405540","7cd5e406-d0fa-ee11-9f89-000d3aa02f9f","771896","952250","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000159","Coordinate of Point 4","D3CL21","1","0","","","2405539","7ed5e406-d0fa-ee11-9f89-000d3aa02f9f","826121","1130999","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000160","Coordinate of Point 4","D3CL22","1","0","","","2405538","7dd5e406-d0fa-ee11-9f89-000d3aa02f9f","851014","1108276","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000157","Coordinate of Point 4","D3CL20","1","0","","","2405537","7bd5e406-d0fa-ee11-9f89-000d3aa02f9f","818616","1131133","bdc98465-7de8-ee11-a203-00224856dfbe"
"","","R000154","Coordinate of Point 4","D3CL16","1","0","","","2405536","7ad5e406-d0fa-ee11-9f89-000d3aa02f9f","739775","2214531","bdc98465-7de8-ee11-a203-00224856dfbe"
"","","R000155","Coordinate of Point 4","D3CL17","1","0","","","2405535","79d5e406-d0fa-ee11-9f89-000d3aa02f9f","689774","2233340","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS85_TM_109E","","R000156","Coordinate of Point 4","D3CL19","1","0","","","2405534","77d5e406-d0fa-ee11-9f89-000d3aa02f9f","450002","1138655","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000153","Coordinate of Point 4","D3CL13","1","0","","","2405533","78d5e406-d0fa-ee11-9f89-000d3aa02f9f","865770","1156637","bdc98465-7de8-ee11-a203-00224856dfbe"
"","","R000152","Coordinate of Point 4","D3CL12","1","0","","","2405532","76d5e406-d0fa-ee11-9f89-000d3aa02f9f","450158","1108305","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_BE_TM_106NE","","R000150","Coordinate of Point 4","D3CL10","1","0","","","2405531","75d5e406-d0fa-ee11-9f89-000d3aa02f9f","775921","1111681.23","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_BE_TM_106NE","","R000149","Coordinate of Point 4","D3CL9","1","0","","","2405530","74d5e406-d0fa-ee11-9f89-000d3aa02f9f","728937","1115413","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS85_TM_109E","","R000151","Coordinate of Point 4","D3CL11","1","0","","","2405529","73d5e406-d0fa-ee11-9f89-000d3aa02f9f","895440.19","1199830.97","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_BE_TM_106NE","","R000148","Coordinate of Point 4","D3CL8","1","0","","","2405528","72d5e406-d0fa-ee11-9f89-000d3aa02f9f","762399","1103628.95","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000146","Coordinate of Point 4","D3CL5","1","0","","","2405527","6fd5e406-d0fa-ee11-9f89-000d3aa02f9f","880722","1103202","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_TM_108","","R000147","Coordinate of Point 4","D3CL7","1","0","","","2405526","70d5e406-d0fa-ee11-9f89-000d3aa02f9f","571183","920270","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000145","Coordinate of Point 4","D3CL4","1","0","","","2405525","71d5e406-d0fa-ee11-9f89-000d3aa02f9f","865104.01","1092362.52","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000142","Coordinate of Point 4","D3CL1","1","0","","","2405524","6ed5e406-d0fa-ee11-9f89-000d3aa02f9f","765273.7","1077085.9","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_UTM_ZONE_49N","","R000141","Coordinate of Point 3","D3NCS16","1","0","","","2405523","6dd5e406-d0fa-ee11-9f89-000d3aa02f9f","318687","830125","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000143","Coordinate of Point 4","D3CL2","1","0","","","2405522","6bd5e406-d0fa-ee11-9f89-000d3aa02f9f","877690","1150169","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000144","Coordinate of Point 4","D3CL3","1","0","","","2405521","6cd5e406-d0fa-ee11-9f89-000d3aa02f9f","773000","1095500","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_UTM_ZONE_49N","","R000137","Coordinate of Point 3","D3NCS10","1","0","","","2405520","6ad5e406-d0fa-ee11-9f89-000d3aa02f9f","297434","802252","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_UTM_ZONE_49N","","R000138","Coordinate of Point 3","D3NCS12","1","0","","","2405519","69d5e406-d0fa-ee11-9f89-000d3aa02f9f","234341","838655","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_UTM_ZONE_49N","","R000139","Coordinate of Point 3","D3NCS13","1","0","","","2405518","68d5e406-d0fa-ee11-9f89-000d3aa02f9f","292034","826968","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_UTM_ZONE_49N","","R000140","Coordinate of Point 3","D3NCS14","1","0","","","2405517","67d5e406-d0fa-ee11-9f89-000d3aa02f9f","267486","829472","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000133","Coordinate of Point 3","D3MTC8","1","0","","","2405516","64d5e406-d0fa-ee11-9f89-000d3aa02f9f","347512","821012","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000134","Coordinate of Point 3","D3NCS7","1","0","","","2405515","66d5e406-d0fa-ee11-9f89-000d3aa02f9f","670903","737615","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_49N","","R000135","Coordinate of Point 3","D3PK1","1","0","","","2405514","65d5e406-d0fa-ee11-9f89-000d3aa02f9f","365717","1266291","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000136","Coordinate of Point 3","D3MTC9","1","0","","","2405513","63d5e406-d0fa-ee11-9f89-000d3aa02f9f","407962","798689","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000129","Coordinate of Point 3","D3MTC4","1","0","","","2405512","62d5e406-d0fa-ee11-9f89-000d3aa02f9f","309237","849926","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000131","Coordinate of Point 3","D3MTC6","1","0","","","2405511","61d5e406-d0fa-ee11-9f89-000d3aa02f9f","310219","846847","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000132","Coordinate of Point 3","D3MTC7","1","0","","","2405510","60d5e406-d0fa-ee11-9f89-000d3aa02f9f","363593","803093","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000130","Coordinate of Point 3","D3MTC5","1","0","","","2405509","5fd5e406-d0fa-ee11-9f89-000d3aa02f9f","328007","833446","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_UTM_48","","R000127","Coordinate of Point 3","D3MTC1","1","0","","","2405508","5dd5e406-d0fa-ee11-9f89-000d3aa02f9f","268780","921791","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000128","Coordinate of Point 3","D3MTC3","1","0","","","2405507","5cd5e406-d0fa-ee11-9f89-000d3aa02f9f","192412.7","939093.6","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000126","Coordinate of Point 3","D3NCS6","1","0","","","2405506","5bd5e406-d0fa-ee11-9f89-000d3aa02f9f","892617","970383","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000125","Coordinate of Point 3","D3CL36","1","0","","","2405505","5ed5e406-d0fa-ee11-9f89-000d3aa02f9f","696865","1033039","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000123","Coordinate of Point 3","D3CL32","1","0","","","2405504","5ad5e406-d0fa-ee11-9f89-000d3aa02f9f","691908","1034844","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000124","Coordinate of Point 3","D3CL35","1","0","","","2405503","57d5e406-d0fa-ee11-9f89-000d3aa02f9f","717796","1098215","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000122","Coordinate of Point 3","D3NCS3","1","0","","","2405502","59d5e406-d0fa-ee11-9f89-000d3aa02f9f","859987","933983","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000121","Coordinate of Point 3","D3NCS3","1","0","","","2405501","58d5e406-d0fa-ee11-9f89-000d3aa02f9f","848721","954811","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000117","Coordinate of Point 3","D3CL27","1","0","","","2405500","55d5e406-d0fa-ee11-9f89-000d3aa02f9f","869016","1153881","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000119","Coordinate of Point 3","D3CL31","1","0","","","2405499","56d5e406-d0fa-ee11-9f89-000d3aa02f9f","702912","1056246","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000120","Coordinate of Point 3","D3NCS3","1","0","","","2405498","53d5e406-d0fa-ee11-9f89-000d3aa02f9f","795321","958861","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000118","Coordinate of Point 3","D3CL29","1","0","","","2405497","54d5e406-d0fa-ee11-9f89-000d3aa02f9f","254926.14","808671","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000114","Coordinate of Point 3","D3CL24","1","0","","","2405496","52d5e406-d0fa-ee11-9f89-000d3aa02f9f","933962","1175739","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000115","Coordinate of Point 3","D3CL25","1","0","","","2405495","51d5e406-d0fa-ee11-9f89-000d3aa02f9f","923002","1173429","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000116","Coordinate of Point 3","D3CL26","1","0","","","2405494","4fd5e406-d0fa-ee11-9f89-000d3aa02f9f","870548","1098468","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000113","Coordinate of Point 3","D3CL22","1","0","","","2405493","50d5e406-d0fa-ee11-9f89-000d3aa02f9f","845911","1097332","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000110","Coordinate of Point 3","D3CL20","1","0","","","2405492","4ed5e406-d0fa-ee11-9f89-000d3aa02f9f","850894","1158317","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000112","Coordinate of Point 3","D3CL21","1","0","","","2405491","4dd5e406-d0fa-ee11-9f89-000d3aa02f9f","828392","1124009","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000111","Coordinate of Point 3","D3NCS1","1","0","","","2405490","4bd5e406-d0fa-ee11-9f89-000d3aa02f9f","806396","952250","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS85_TM_109E","","R000109","Coordinate of Point 3","D3CL19","1","0","","","2405489","4cd5e406-d0fa-ee11-9f89-000d3aa02f9f","453940","1138892","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000106","Coordinate of Point 3","D3CL13","1","0","","","2405488","4ad5e406-d0fa-ee11-9f89-000d3aa02f9f","860000","1162414","bdc98465-7de8-ee11-a203-00224856dfbe"
"","","R000107","Coordinate of Point 3","D3CL16","1","0","","","2405487","48d5e406-d0fa-ee11-9f89-000d3aa02f9f","739775","2234831","bdc98465-7de8-ee11-a203-00224856dfbe"
"","","R000105","Coordinate of Point 3","D3CL12","1","0","","","2405486","49d5e406-d0fa-ee11-9f89-000d3aa02f9f","464875","1123022","bdc98465-7de8-ee11-a203-00224856dfbe"
"","","R000108","Coordinate of Point 3","D3CL17","1","0","","","2405485","47d5e406-d0fa-ee11-9f89-000d3aa02f9f","694672","2254429","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS85_TM_109E","","R000104","Coordinate of Point 3","D3CL11","1","0","","","2405484","46d5e406-d0fa-ee11-9f89-000d3aa02f9f","861763.91","1171981.42","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_BE_TM_106NE","","R000103","Coordinate of Point 3","D3CL10","1","0","","","2405483","45d5e406-d0fa-ee11-9f89-000d3aa02f9f","760557.13","1129355.6","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_BE_TM_106NE","","R000101","Coordinate of Point 3","D3CL8","1","0","","","2405482","44d5e406-d0fa-ee11-9f89-000d3aa02f9f","750701","1117086.38","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_BE_TM_106NE","","R000102","Coordinate of Point 3","D3CL9","1","0","","","2405481","43d5e406-d0fa-ee11-9f89-000d3aa02f9f","717366","1129202","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_TM_108","","R000100","Coordinate of Point 3","D3CL7","1","0","","","2405480","42d5e406-d0fa-ee11-9f89-000d3aa02f9f","583196","920270","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000098","Coordinate of Point 3","D3CL4","1","0","","","2405479","3fd5e406-d0fa-ee11-9f89-000d3aa02f9f","880969.72","1076496.81","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000099","Coordinate of Point 3","D3CL5","1","0","","","2405478","40d5e406-d0fa-ee11-9f89-000d3aa02f9f","845291","1098829","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000097","Coordinate of Point 3","D3CL3","1","0","","","2405477","41d5e406-d0fa-ee11-9f89-000d3aa02f9f","769000","1090000","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000096","Coordinate of Point 3","D3CL2","1","0","","","2405476","3ed5e406-d0fa-ee11-9f89-000d3aa02f9f","863562","1141514","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_UTM_ZONE_49N","","R000094","Coordinate of Point 2","D3NCS16","1","0","","","2405475","3dd5e406-d0fa-ee11-9f89-000d3aa02f9f","268687","915125","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000095","Coordinate of Point 3","D3CL1","1","0","","","2405474","3cd5e406-d0fa-ee11-9f89-000d3aa02f9f","793281.6","1077279.2","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_UTM_ZONE_49N","","R000093","Coordinate of Point 2","D3NCS14","1","0","","","2405473","3bd5e406-d0fa-ee11-9f89-000d3aa02f9f","267482","843143","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_UTM_ZONE_49N","","R000092","Coordinate of Point 2","D3NCS13","1","0","","","2405472","38d5e406-d0fa-ee11-9f89-000d3aa02f9f","280701","860487","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_UTM_ZONE_49N","","R000091","Coordinate of Point 2","D3NCS12","1","0","","","2405471","39d5e406-d0fa-ee11-9f89-000d3aa02f9f","272791","916129","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS72_UTM_ZONE_49N","","R000090","Coordinate of Point 2","D3NCS10","1","0","","","2405470","3ad5e406-d0fa-ee11-9f89-000d3aa02f9f","267158","854348","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000089","Coordinate of Point 2","D3MTC9","1","0","","","2405469","37d5e406-d0fa-ee11-9f89-000d3aa02f9f","399847","791869","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000087","Coordinate of Point 2","D3NCS7","1","0","","","2405468","36d5e406-d0fa-ee11-9f89-000d3aa02f9f","702498","838351","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_49N","","R000088","Coordinate of Point 2","D3PK1","1","0","","","2405467","35d5e406-d0fa-ee11-9f89-000d3aa02f9f","406939","1252674","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000085","Coordinate of Point 2","D3MTC7","1","0","","","2405466","33d5e406-d0fa-ee11-9f89-000d3aa02f9f","378848","852072","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000086","Coordinate of Point 2","D3MTC8","1","0","","","2405465","34d5e406-d0fa-ee11-9f89-000d3aa02f9f","400512","841262","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000082","Coordinate of Point 2","D3MTC4","1","0","","","2405464","31d5e406-d0fa-ee11-9f89-000d3aa02f9f","302672","877158","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000084","Coordinate of Point 2","D3MTC6","1","0","","","2405463","32d5e406-d0fa-ee11-9f89-000d3aa02f9f","288309","877067","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000083","Coordinate of Point 2","D3MTC5","1","0","","","2405462","30d5e406-d0fa-ee11-9f89-000d3aa02f9f","377284","827334","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000081","Coordinate of Point 2","D3MTC3","1","0","","","2405461","2fd5e406-d0fa-ee11-9f89-000d3aa02f9f","366366.08","810404.36","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000078","Coordinate of Point 2","D3CL36","1","0","","","2405460","2dd5e406-d0fa-ee11-9f89-000d3aa02f9f","659390","1033039","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_UTM_48","","R000080","Coordinate of Point 2","D3MTC1","1","0","","","2405459","2ed5e406-d0fa-ee11-9f89-000d3aa02f9f","259082","919555","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000079","Coordinate of Point 2","D3NCS6","1","0","","","2405458","2bd5e406-d0fa-ee11-9f89-000d3aa02f9f","782936","979323","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000077","Coordinate of Point 2","D3CL35","1","0","","","2405457","2cd5e406-d0fa-ee11-9f89-000d3aa02f9f","734847","1090208","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000076","Coordinate of Point 2","D3CL32","1","0","","","2405456","2ad5e406-d0fa-ee11-9f89-000d3aa02f9f","706821","1047418","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000075","Coordinate of Point 2","D3NCS3","1","0","","","2405455","28d5e406-d0fa-ee11-9f89-000d3aa02f9f","859987","908233","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000073","Coordinate of Point 2","D3NCS3","1","0","","","2405454","29d5e406-d0fa-ee11-9f89-000d3aa02f9f","795321","936386","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000074","Coordinate of Point 2","D3NCS3","1","0","","","2405453","27d5e406-d0fa-ee11-9f89-000d3aa02f9f","848721","939986","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000070","Coordinate of Point 2","D3CL27","1","0","","","2405452","25d5e406-d0fa-ee11-9f89-000d3aa02f9f","806341","1119993","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000071","Coordinate of Point 2","D3CL29","1","0","","","2405451","24d5e406-d0fa-ee11-9f89-000d3aa02f9f","683765","1038663.5","bdc98465-7de8-ee11-a203-00224856dfbe"
"WGS84_UTM_ZONE_48N","","R000069","Coordinate of Point 2","D3CL26","1","0","","","2405450","26d5e406-d0fa-ee11-9f89-000d3aa02f9f","863734","1096432","bdc98465-7de8-ee11-a203-00224856dfbe"
"EVEREST_1830_TM_106","","R000072","Coordinate of Point 2","D3CL31","1","0","","","2405449","23d5e406-d0fa-ee11-9f89-000d3aa02f9f","722299","1041364","bdc98465-7de8-ee11-a203-00224856dfbe"
