"cr286_block_id","importsequencenumber","cr286_record_id","cr286_remarks","cr286_seismic_3d_survey_id","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","cr286_vpins_3d_seismic_blockid","owningbusinessunit"
"CL4","","R000032","","D3CL25","1","0","","","2405262","6bd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL3","","R000031","","D3CL25","1","0","","","2405261","6ad4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL4","","R000030","","D3CL24","1","0","","","2405260","68d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL10","","R000025","","D3CL21","1","0","","","2405259","65d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL4","","R000028","","D3CL23","1","0","","","2405258","67d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL3","","R000027","","D3CL23","1","0","","","2405257","64d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL7","","R000026","","D3CL22","1","0","","","2405256","66d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL38","","R000021","","D3CL18","1","0","","","2405255","62d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"NCS3","","R000024","","D3NCS1","1","0","","","2405254","63d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL10","","R000023","","D3CL20","1","0","","","2405253","60d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL1","","R000022","","D3CL19","1","0","","","2405252","61d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"SH6","","R000019","","D3CL16","1","0","","","2405251","5fd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"SH31","","R000020","","D3CL17","1","0","","","2405250","5cd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"SH6","","R000018","","D3CL15","1","0","","","2405249","5ed4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL38","","R000017","","D3CL14","1","0","","","2405248","5dd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL2","","R000014","","D3CL12","1","0","","","2405247","5bd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL1","","R000016","","D3CL13","1","0","","","2405246","5ad4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL1","","R000013","","D3CL11","1","0","","","2405245","59d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL9","","R000015","","D3CL13","1","0","","","2405244","58d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL12","","R000010","","D3CL8","1","0","","","2405243","54d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL12","","R000012","","D3CL10","1","0","","","2405242","55d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL46","","R000009","","D3CL7","1","0","","","2405241","56d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL12","","R000011","","D3CL9","1","0","","","2405240","57d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL46","","R000007","","D3CL6","1","0","","","2405239","51d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL6","","R000005","","D3CL5","1","0","","","2405238","53d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL45","","R000008","","D3CL7","1","0","","","2405237","52d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL45","","R000006","","D3CL6","1","0","","","2405236","50d4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL18","","R000001","","D3CL1","1","0","","","2405235","4ed4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL6","","R000004","","D3CL4","1","0","","","2405234","4cd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL9","","R000002","","D3CL2","1","0","","","2405233","4fd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
"CL16","","R000003","","D3CL3","1","0","","","2405232","4dd4e406-d0fa-ee11-9f89-000d3aa02f9f","bdc98465-7de8-ee11-a203-00224856dfbe"
